movie_id,title,runtime,rating_encoded,is_korean,genre,open_month,open_day_of_week,is_summer,is_winter,is_holiday_release,holiday_nearby_count,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,cast_max_star_power,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,same_week_releases,market_avg_audi_7d,total_audience,log_audience,hit_class
20210262,세버그,102.0,2,0,드라마,11.0,3.0,0,0,0,0,0.0,0,2864560.75,1,5623856.5,41206.61538461538,13,0.0,0,2,160809.57142857142,7075,8.864464055279676,0
20219894,빌리 홀리데이,130.0,3,0,드라마,11.0,3.0,0,0,0,0,0.0,0,182709.33333333334,1,182709.33333333334,162787.50943396226,53,0.0,0,2,160809.57142857142,4467,8.404696160189092,0
20210302,퍼스트 카우,121.0,1,0,드라마,11.0,3.0,0,0,0,0,0.0,0,0.0,0,0.0,28500.63157894737,19,0.0,0,2,160809.57142857142,3666,8.207129168071326,0
20203286,강릉,119.0,3,1,범죄,11.0,2.0,0,0,0,0,0.0,0,6040169.966666666,2,8242478.0,137443.25,4,145878.4,5,3,309674.4285714286,304200,12.625443946112906,1
20210244,디어 에반 핸슨,137.0,1,0,뮤지컬,11.0,2.0,0,0,0,0,212657.0,1,803111.8888888889,3,1000830.0,963552.7419354839,62,0.0,0,6,193601.57142857142,105742,11.568766900864187,1
20210301,귀멸의 칼날: 남매의 연,104.0,2,0,애니메이션,11.0,2.0,0,0,0,0,2213329.0,1,2213329.0,1,2213329.0,24003.897435897437,39,0.0,0,3,309674.4285714286,60315,11.007352687485687,0
20210937,아담스 패밀리 2,92.0,0,0,애니메이션,11.0,2.0,0,0,0,0,329288.0,1,763360.5423280423,6,1195491.5555555555,977523.3114754099,61,0.0,0,3,309674.4285714286,111348,11.620424691953675,1
20201876,1984 최동원,97.0,0,1,다큐멘터리,11.0,3.0,0,0,0,0,9407840.0,1,2192772.1818181816,5,2192772.1818181816,19313.272727272728,11,9616.0,1,3,286818.14285714284,5322,8.579792333172758,0
20211313,"틱, 틱... 붐!",120.0,1,0,드라마,11.0,4.0,0,0,0,0,210214.0,1,477517.11111111107,2,1074972.0,99855.69230769231,13,0.0,0,4,275606.85714285716,7757,8.956479847999912,0
20196264,유체이탈자,108.0,2,1,판타지,11.0,2.0,0,0,0,0,0.0,0,6737067.444444444,2,8242478.0,823152.4347826086,23,0.0,0,1,170351.2857142857,815149,13.611127424367801,1
20205986,연애 빠진 로맨스,94.0,2,1,멜로/로맨스,11.0,2.0,0,0,0,0,13529.0,1,2276753.523809524,7,2556937.5714285714,0.0,0,0.0,0,1,170351.2857142857,604674,13.312446402592048,1
20211261,귀멸의 칼날: 나타구모산 편,136.0,2,0,애니메이션,11.0,2.0,0,0,0,0,1136822.0,2,1136822.0,2,1136822.0,24911.675,40,0.0,0,6,193601.57142857142,39679,10.58860256139881,0
20125048,호빗: 뜻밖의 여정,169.0,1,0,어드벤처,12.0,3.0,0,1,0,0,269188.3333333333,3,305311.69444444444,3,335179.5,2052829.3157894737,19,0.0,0,0,305076.0714285714,2827126,14.854771559614324,2
20210600,프렌치 디스패치,107.0,2,0,코미디,11.0,3.0,0,0,0,0,408734.5,2,1747003.1944444447,3,4133616.3333333335,2591349.529411765,68,0.0,0,6,188505.2857142857,85651,11.358047854326108,0
